Timestamp,Location,Sensor,Usage_Duration_min,On/Off_Freq,EnergyConsum (kWh),Power_Consum_W,Value,Status_On/Off,Op_Voltage_Volts,Data_Trans_Freq, Sleep_Mode_Duration_sec,Sig_Strength_Range_meters,Alert
06:15,Porch,CO2 Level,100,1,0.1,0.17,964,1,5,5,189,58,1
06:15,Lounge,CO2 Level,85,2,0.4,0.11,725,1,5,8,198,83,0
06:15,Living Room 2,CO2 Level,73,4,0.8,0.1,453,1,5,10,131,50,0
06:15,Living Room 1,CO2 Level,72,2,0.9,0.1,501,1,5,8,203,99,0
06:15,Guest Room,CO2 Level,71,4,0.1,0.15,569,1,5,10,161,99,0
06:15,Kitchen,CO2 Level,68,3,0.1,0.18,961,1,5,5,137,77,0
06:15,Porch,Temperature,81,2,0.8,0.14,5,1,5,9,123,83,0
06:15,Kitchen,Temperature,37,3,0.5,0.13,24,1,4.6,8,138,54,0
06:15,Lounge,Temperature,69,3,0.3,0.18,24,1,4.4,5,152,100,0
06:15,Guest Room,Temperature,53,2,0.6,0.13,1,1,3.3,6,163,84,0
06:15,Living Room 1,Temperature,30,3,0.1,0.2,5,1,3.3,10,194,96,0
06:15,Living Room 2,Temperature,46,3,0.3,0.16,17,1,3.6,4,221,57,0
06:15,Porch,Humidity,84,3,0.1,0.16,30,1,4.7,5,194,61,0
06:15,Kitchen,Humidity,84,3,0.5,0.11,32,1,4.6,10,182,63,0
06:15,Lounge,Humidity,86,4,0.2,0.13,40,1,3.4,5,179,78,0
06:15,Guest Room,Humidity,86,1,0.7,0.11,41,1,4.9,8,150,80,0
06:15,Living Room 2,Humidity,52,1,0.2,0.1,48,1,4.3,4,198,88,0
06:15,Living Room 1,Humidity,87,2,0.4,0.19,27,1,4.9,8,168,93,0
06:15,Water Tank,Water Level,54,4,0.1,0.1,0.37,1,4,7,177,61,0
06:15,Porch,Occupancy,66,3,0.3,0.17,5,1,4.7,5,193,94,0
06:15,Living Room 1,Occupancy,79,1,0.9,0.15,5,1,4.6,7,168,93,0
06:15,Lounge,Occupancy,37,3,0.5,0.12,10,1,4.4,6,180,56,0
06:15,Guest Room,Occupancy,64,2,0.8,0.12,1,1,4.2,8,209,89,0
06:15,Living Room 2,Occupancy,64,2,0.2,0.11,3,1,3.6,7,240,74,0
06:15,Kitchen,Occupancy,51,1,0.3,0.11,6,1,4.7,9,140,99,0
06:15,Guest Room,Light,36,2,0.5,0.14,975,1,4.4,4,140,54,0
06:15,Porch,Light,84,1,0.6,0.19,714,1,4.9,9,191,58,0
06:15,Living Room 2,Light,45,3,0.2,0.17,483,1,3.2,4,211,63,0
06:15,Living Room 1,Light,86,3,0.1,0.12,681,1,4.3,8,195,65,0
06:15,Kitchen,Light,30,4,0.4,0.18,734,1,4.3,9,135,70,0
06:15,Lounge,Light,45,1,0.9,0.2,614,1,4.8,9,186,75,0
06:15,Lounge,Smoke,100,3,0.3,0.19,0,1,3.8,8,95,62,1
06:15,Guest Room,Smoke,78,3,0.1,0.17,0,1,4.7,12,177,78,1
06:15,Living Room 2,Smoke,42,3,0.2,0.17,0,1,5,7,98,82,1
06:15,Kitchen,Smoke,84,1,0.8,0.19,0,1,3.9,6,150,84,0
06:15,Porch,Smoke,32,2,0.6,0.1,0,1,3.1,4,199,86,0
06:15,Living Room 1,Smoke,32,3,0.8,0.19,0,1,3.7,4,185,91,0
06:30,Porch,CO2 Level,83,4,0.2,0.17,565,0,5,6,156,81,1
06:30,Kitchen,CO2 Level,65,1,0.7,0.2,487,1,5,5,204,68,0
06:30,Living Room 2,CO2 Level,63,3,0.8,0.1,1023,1,5,4,250,110,1
06:30,Guest Room,CO2 Level,51,4,0.5,0.2,947,1,5,7,122,92,0
06:30,Living Room 1,CO2 Level,39,3,0.5,0.2,587,1,5,8,159,63,0
06:30,Lounge,CO2 Level,30,1,0.4,0.2,608,1,5,8,163,73,0
06:30,Porch,Temperature,80,4,0.5,0.1,0,1,4.2,8,138,54,0
06:30,Lounge,Temperature,72,4,0.9,0.16,11,1,4.4,6,163,55,0
06:30,Living Room 1,Temperature,73,3,0.3,0.18,24,1,4.5,10,165,70,0
06:30,Kitchen,Temperature,47,4,0.8,0.18,3,1,4.4,9,196,50,0
06:30,Living Room 2,Temperature,68,3,0.6,0.17,2,1,3.8,7,214,61,0
06:30,Guest Room,Temperature,48,3,0.2,0.2,11,1,3.2,7,219,87,0
06:30,Lounge,Humidity,64,2,0.1,0.11,47,1,4.6,8,200,58,0
06:30,Living Room 2,Humidity,79,1,0.4,0.13,38,1,3.8,6,125,60,0
06:30,Guest Room,Humidity,65,3,0.2,0.16,45,1,3.2,6,201,63,0
06:30,Living Room 1,Humidity,37,1,0.9,0.17,30,1,3,5,226,70,0
06:30,Porch,Humidity,36,4,0.2,0.1,27,1,3.1,8,140,75,0
06:30,Kitchen,Humidity,82,5,0.9,0.16,50,1,4.6,9,203,81,1
06:30,Water Tank,Water Level,30,4,0.2,0.2,0.98,1,4.4,7,98,69,1
06:30,Guest Room,Occupancy,32,1,0.4,0.17,1,1,4.9,7,157,81,0
06:30,Living Room 1,Occupancy,59,2,0.3,0.16,8,1,4.3,5,149,77,0
06:30,Kitchen,Occupancy,31,1,0.2,0.16,7,1,4,10,214,88,0
06:30,Living Room 2,Occupancy,38,4,0.7,0.14,5,1,4,10,218,71,0
06:30,Lounge,Occupancy,67,3,0.7,0.12,8,1,4.5,9,151,62,0
06:30,Porch,Occupancy,75,4,0.8,0.12,10,1,3.2,5,154,79,0
06:30,Porch,Light,65,4,0.6,0.33,961,1,4.1,6,216,83,1
06:30,Living Room 2,Light,87,2,0.9,0.11,930,1,3.4,5,144,54,0
06:30,Kitchen,Light,30,2,0.1,0.16,832,1,4.2,5,201,63,0
06:30,Living Room 1,Light,48,1,0.4,0.13,737,1,4,9,132,69,0
06:30,Lounge,Light,71,1,0.8,0.19,533,1,4.5,5,188,70,0
06:30,Guest Room,Light,76,2,0.6,0.19,487,1,4.7,7,148,73,0
06:30,Living Room 1,Smoke,100,3,0.2,0.2,0,1,3,7,213,92,1
06:30,Lounge,Smoke,84,2,0.5,0.12,0,1,4.1,7,200,53,0
06:30,Porch,Smoke,32,4,0.2,0.14,0,1,4.5,7,233,65,0
06:30,Guest Room,Smoke,54,1,0.8,0.11,0,1,4.7,6,172,68,0
06:30,Living Room 2,Smoke,78,2,0.4,0.19,0,1,4.7,5,239,89,0
06:30,Kitchen,Smoke,76,2,0.7,0.13,0,1,4,4,206,94,0
06:45,Guest Room,CO2 Level,86,2,0.9,0.17,937,1,5,7,232,99,0
06:45,Lounge,CO2 Level,76,1,0.7,0.17,524,1,5,7,204,77,0
06:45,Living Room 1,CO2 Level,66,4,0.7,0.2,575,1,5,7,215,57,0
06:45,Kitchen,CO2 Level,65,2,0.6,0.17,897,1,5,6,151,84,0
06:45,Living Room 2,CO2 Level,43,2,0.1,0.11,639,1,5,9,216,89,0
06:45,Porch,CO2 Level,36,4,0.8,0.15,589,1,5,6,199,81,0
06:45,Porch,Temperature,37,1,0.3,0.13,21,1,3.7,6,164,91,0
06:45,Guest Room,Temperature,79,3,0.7,0.1,18,1,4.5,7,165,97,0
06:45,Living Room 1,Temperature,65,4,0.2,0.2,19,1,4.8,5,177,51,0
06:45,Lounge,Temperature,83,1,0.3,0.11,27,1,4.5,8,183,52,0
06:45,Kitchen,Temperature,64,2,0.2,0.1,5,1,4.3,8,202,87,0
06:45,Living Room 2,Temperature,40,1,0.2,0.19,30,1,3.1,4,216,50,0
06:45,Living Room 1,Humidity,71,4,0.8,0.19,31,1,3.9,5,166,61,0
06:45,Porch,Humidity,42,2,0.1,0.14,46,1,3.1,8,233,85,0
06:45,Guest Room,Humidity,57,4,0.2,0.19,39,1,3,7,229,88,0
06:45,Living Room 2,Humidity,66,2,0.1,0.17,42,1,4.8,8,213,90,0
06:45,Lounge,Humidity,74,3,0.6,0.16,32,1,4.2,7,224,94,0
06:45,Kitchen,Humidity,87,4,0.1,0.18,38,1,4.2,4,236,98,0
06:45,Water Tank,Water Level,65,3,0.6,0.17,0.94,1,3.7,5,136,89,0
06:45,Kitchen,Occupancy,72,3,0.3,0.18,4,1,4.3,10,180,75,0
06:45,Porch,Occupancy,62,4,0.2,0.17,1,1,4.9,9,181,87,0
06:45,Living Room 1,Occupancy,58,1,0.9,0.13,3,1,3.7,5,136,58,0
06:45,Lounge,Occupancy,30,3,0.4,0.1,1,1,3.9,8,153,51,0
06:45,Living Room 2,Occupancy,82,2,0.2,0.1,9,1,3.4,4,181,56,0
06:45,Guest Room,Occupancy,71,1,0.1,0.1,2,1,4.6,4,195,59,0
06:45,Living Room 2,Light,64,4,0.6,0.13,868,1,4.2,7,236,64,0
06:45,Lounge,Light,43,2,0.2,0.1,698,1,3.9,5,147,73,0
06:45,Living Room 1,Light,41,3,0.7,0.18,754,1,4.2,10,181,78,0
06:45,Porch,Light,51,3,0.4,0.18,640,1,4.6,8,190,86,0
06:45,Guest Room,Light,57,1,0.8,0.12,469,1,3.7,4,159,95,0
06:45,Kitchen,Light,55,3,0.9,0.2,675,1,4.1,9,188,100,0
06:45,Living Room 1,Smoke,67,4,0.6,0.32,0,1,5,4,160,77,1
06:45,Lounge,Smoke,100,3,0.4,0.11,0,1,4.5,7,227,91,1
06:45,Kitchen,Smoke,34,2,0.1,0.19,0,1,3.7,8,156,52,0
06:45,Living Room 2,Smoke,84,2,0.4,0.1,0,1,3.4,4,125,53,0
06:45,Porch,Smoke,80,4,0.4,0.12,0,1,4,10,139,62,0
06:45,Guest Room,Smoke,37,4,0.4,0.2,0,1,4.6,6,237,90,0
07:00,Living Room 2,CO2 Level,69,1,0.2,0.16,917,1,5,7,225,85,0
07:00,Lounge,CO2 Level,58,3,0.7,0.16,788,1,5,7,179,78,0
07:00,Porch,CO2 Level,48,3,0.3,0.19,755,1,5,6,121,65,0
07:00,Kitchen,CO2 Level,44,2,0.7,0.12,723,1,5,5,169,79,0
07:00,Living Room 1,CO2 Level,41,3,0.1,0.1,902,1,5,9,135,91,0
07:00,Guest Room,CO2 Level,31,3,0.3,0.15,675,1,5,8,149,77,0
07:00,Guest Room,Temperature,56,1,0.5,0.18,22,1,3.4,8,135,70,0
07:00,Lounge,Temperature,47,3,0.5,0.1,26,1,3.4,9,181,56,0
07:00,Kitchen,Temperature,56,4,0.5,0.18,0,1,3,8,203,86,0
07:00,Living Room 1,Temperature,79,2,0.6,0.14,27,1,4.5,4,206,85,0
07:00,Living Room 2,Temperature,56,1,1,0.17,6,1,3.1,7,208,55,1
07:00,Porch,Temperature,50,4,0.5,0.11,23,1,4.8,5,217,54,0
07:00,Guest Room,Humidity,70,1,0.5,0.15,52,1,3.4,10,178,54,0
07:00,Living Room 1,Humidity,41,2,0.5,0.12,58,1,4.1,7,239,68,0
07:00,Lounge,Humidity,48,1,0.1,0.2,26,1,3.6,10,122,69,0
07:00,Porch,Humidity,100,4,0.9,0.16,54,1,4.9,9,233,69,1
07:00,Living Room 2,Humidity,84,3,0.9,0.19,51,1,4.4,5,174,81,0
07:00,Kitchen,Humidity,70,3,0.5,0.2,53,1,4.6,4,134,96,0
07:00,Water Tank,Water Level,75,3,0.7,0.14,0.75,1,3,7,177,95,0
07:00,Porch,Occupancy,49,2,0.4,0.17,4,1,5,4,150,79,0
07:00,Kitchen,Occupancy,78,1,0.2,0.14,7,1,3.7,8,179,79,0
07:00,Lounge,Occupancy,79,1,0.1,0.12,4,1,4.9,9,126,81,0
07:00,Guest Room,Occupancy,100,3,0.3,0.11,6,1,3.7,9,190,75,1
07:00,Living Room 2,Occupancy,62,1,0.7,0.1,4,1,3.6,10,162,58,0
07:00,Living Room 1,Occupancy,36,3,0.6,0.1,2,1,4.1,9,147,64,0
07:00,Kitchen,Light,80,1,0.9,0.2,915,1,4.1,14,233,90,1
07:00,Living Room 2,Light,88,2,0.2,0.14,498,1,3.3,9,162,57,0
07:00,Living Room 1,Light,61,1,0.2,0.12,975,1,3.2,4,165,61,0
07:00,Lounge,Light,57,3,0.5,0.16,518,1,4.6,6,181,83,0
07:00,Guest Room,Light,70,2,0.2,0.2,549,1,4.2,5,217,83,0
07:00,Porch,Light,59,3,0.7,0.14,968,1,4,4,207,98,0
07:00,Lounge,Smoke,80,4,0.5,0.12,0,1,4,8,147,34,1
07:00,Living Room 1,Smoke,31,3,0.9,0.17,0,1,3.8,13,222,53,1
07:00,Porch,Smoke,68,1,0.4,0.16,0,1,5,8,170,56,0
07:00,Kitchen,Smoke,44,3,0.7,0.11,0,1,4.1,8,232,60,0
07:00,Guest Room,Smoke,83,3,0.8,0.16,0,1,3.7,7,231,63,0
07:00,Living Room 2,Smoke,57,2,0.1,0.19,0,1,4.7,9,168,79,0
07:15,Lounge,CO2 Level,100,2,0.7,0.18,943,1,5,9,181,68,1
07:15,Guest Room,CO2 Level,74,1,0.3,0.11,563,1,5,9,216,66,0
07:15,Living Room 2,CO2 Level,59,2,0.6,0.17,646,1,5,8,130,57,0
07:15,Porch,CO2 Level,55,2,0.7,0.1,1000,1,5,8,136,50,1
07:15,Kitchen,CO2 Level,54,4,0.4,0.2,930,1,5,4,151,63,0
07:15,Living Room 1,CO2 Level,53,2,0.4,0.12,535,1,5,8,238,99,0
07:15,Living Room 1,Temperature,100,3,0.6,0.1,15,1,3.2,10,140,93,1
07:15,Kitchen,Temperature,73,1,1,0.1,21,1,3.2,8,145,89,1
07:15,Porch,Temperature,75,3,0.3,0.16,12,1,4.3,7,193,93,0
07:15,Guest Room,Temperature,64,4,0.3,0.11,20,1,3.7,6,197,73,0
07:15,Living Room 2,Temperature,43,1,0.4,0.17,7,1,4.9,7,226,70,0
07:15,Lounge,Temperature,62,3,0.9,0.17,28,1,3.4,4,235,99,0
07:15,Living Room 1,Humidity,62,4,0.8,0.17,36,1,4.8,6,163,59,0
07:15,Kitchen,Humidity,42,4,0.4,0.11,32,1,4.2,4,195,67,0
07:15,Living Room 2,Humidity,31,2,0.6,0.16,30,1,4.9,10,214,81,0
07:15,Porch,Humidity,57,3,0.2,0.12,46,1,3.6,6,177,81,0
07:15,Guest Room,Humidity,88,2,0.1,0.2,40,1,4.8,9,85,82,1
07:15,Lounge,Humidity,69,2,1,0.14,39,1,3,4,185,93,1
07:15,Water Tank,Water Level,52,3,0.7,0.14,0.59,1,3.2,9,235,88,0
07:15,Living Room 2,Occupancy,50,1,0.2,0.18,1,1,4.4,6,239,58,0
07:15,Living Room 1,Occupancy,36,4,0.2,0.17,10,1,3.4,9,175,88,0
07:15,Guest Room,Occupancy,35,3,0.7,0.16,9,1,4.7,5,212,83,0
07:15,Kitchen,Occupancy,75,2,0.5,0.13,7,1,3.7,7,191,90,0
07:15,Porch,Occupancy,55,3,0.8,0.12,9,1,4.4,9,198,57,0
07:15,Lounge,Occupancy,32,3,0.1,0.12,4,1,3.4,7,135,92,0
07:15,Living Room 1,Light,78,4,0.8,0.15,917,1,4.5,15,166,72,1
07:15,Lounge,Light,100,3,0.2,0.12,719,1,4.3,10,192,76,1
07:15,Guest Room,Light,100,1,0.7,0.34,973,1,3.9,5,97,87,1
07:15,Porch,Light,53,3,0.2,0.12,741,1,4.7,9,214,63,0
07:15,Living Room 2,Light,85,3,0.4,0.11,614,1,3.5,4,180,67,0
07:15,Kitchen,Light,34,4,0.8,0.2,413,1,3.8,6,204,79,0
07:15,Living Room 2,Smoke,44,3,0.5,0.13,0,1,5,7,133,77,0
07:15,Porch,Smoke,59,3,0.9,0.1,0,1,4.6,5,150,81,0
07:15,Guest Room,Smoke,36,1,0.9,0.1,0,1,4.5,6,228,87,0
07:15,Kitchen,Smoke,59,3,0.3,0.17,0,1,3.4,5,142,88,0
07:15,Living Room 1,Smoke,58,1,0.2,0.16,0,1,3.3,6,187,90,0
07:15,Lounge,Smoke,53,4,0.1,0.13,0,1,3.7,4,229,98,0
07:30,Porch,CO2 Level,74,2,0.9,0.15,503,1,5,7,194,88,0
07:30,Kitchen,CO2 Level,69,1,0.6,0.17,522,1,5,9,210,82,0
07:30,Guest Room,CO2 Level,63,2,0.5,0.17,402,1,5,5,135,97,0
07:30,Lounge,CO2 Level,61,1,0.9,0.16,406,1,5,6,213,76,0
07:30,Living Room 1,CO2 Level,57,3,0.5,0.2,805,1,5,9,143,57,0
07:30,Living Room 2,CO2 Level,31,1,0.4,0.18,964,1,5,5,233,96,0
07:30,Kitchen,Temperature,89,1,0.4,0.12,24,1,4.5,8,125,87,0
07:30,Living Room 1,Temperature,34,3,0.5,0.16,14,1,3.3,10,140,72,0
07:30,Living Room 2,Temperature,86,3,0.1,0.13,14,1,4.7,7,145,59,0
07:30,Porch,Temperature,78,4,0.9,0.15,17,1,4.3,7,158,67,0
07:30,Guest Room,Temperature,44,4,0.4,0.15,0,1,3.2,9,171,73,0
07:30,Lounge,Temperature,83,3,0.9,0.18,13,1,3,10,191,57,0
07:30,Porch,Humidity,86,3,0.8,0.2,49,1,4.5,12,167,66,1
07:30,Guest Room,Humidity,66,3,0.5,0.14,47,1,4.4,8,168,70,0
07:30,Kitchen,Humidity,53,2,0.8,0.15,44,1,3.5,9,175,80,0
07:30,Living Room 1,Humidity,62,3,0.7,0.16,32,1,4,6,134,80,0
07:30,Lounge,Humidity,83,2,0.2,0.14,47,1,3.8,13,230,93,1
07:30,Living Room 2,Humidity,49,1,0.8,0.2,33,1,4.2,13,205,98,1
07:30,Water Tank,Water Level,65,5,0.1,0.16,0.94,1,4.2,5,205,66,1
07:30,Lounge,Occupancy,30,3,0.2,0.18,4,1,3.3,6,227,73,0
07:30,Living Room 1,Occupancy,55,2,0.8,0.18,4,1,3.2,4,183,79,0
07:30,Living Room 2,Occupancy,78,1,0.2,0.18,4,1,4.4,7,215,89,0
07:30,Guest Room,Occupancy,64,1,0.7,0.16,1,1,3.7,8,141,59,0
07:30,Porch,Occupancy,77,2,0.6,0.16,2,1,3.3,4,215,87,0
07:30,Kitchen,Occupancy,75,1,0.4,0.14,5,1,4.1,9,192,83,0
07:30,Kitchen,Light,40,1,0.9,0.14,869,1,4.9,9,141,58,0
07:30,Living Room 1,Light,81,2,0.6,0.15,904,1,4,5,141,62,0
07:30,Lounge,Light,33,2,0.2,0.15,946,1,3.8,7,159,75,0
07:30,Living Room 2,Light,49,3,0.7,0.12,530,1,3.5,10,134,79,0
07:30,Porch,Light,39,1,0.2,0.1,553,1,3.2,10,153,88,0
07:30,Guest Room,Light,37,3,0.5,0.1,455,1,3,7,179,94,0
07:30,Living Room 2,Smoke,53,2,0.5,0.13,0,1,4.9,7,219,58,0
07:30,Kitchen,Smoke,61,1,0.2,0.15,0,1,3.6,8,191,64,0
07:30,Guest Room,Smoke,36,2,0.6,0.17,0,1,4.2,7,193,66,0
07:30,Porch,Smoke,85,1,0.5,0.13,0,1,3.9,8,199,87,0
07:30,Lounge,Smoke,47,3,0.9,0.12,0,1,4.7,8,127,92,0
07:30,Living Room 1,Smoke,73,4,0.4,0.15,0,1,4.5,5,131,100,0
07:45,Kitchen,CO2 Level,72,3,0.4,0.16,968,1,5,11,218,52,1
07:45,Porch,CO2 Level,69,4,0.8,0.19,752,1,5,6,239,57,0
07:45,Living Room 1,CO2 Level,69,2,0.5,0.18,1014,1,5,5,260,99,1
07:45,Lounge,CO2 Level,63,2,0.5,0.18,774,1,5,9,136,55,0
07:45,Living Room 2,CO2 Level,62,2,0.7,0.11,1000,1,5,6,222,65,1
07:45,Guest Room,CO2 Level,47,2,0.6,0.19,713,1,5,6,196,86,0
07:45,Lounge,Temperature,73,1,0.4,0.13,15,1,3.8,10,128,89,0
07:45,Porch,Temperature,100,3,0.9,0.14,17,1,3.1,9,137,91,1
07:45,Living Room 1,Temperature,85,1,0.7,0.11,17,1,4.6,8,202,85,0
07:45,Kitchen,Temperature,66,3,0.6,0.19,14,1,4.8,4,222,71,0
07:45,Guest Room,Temperature,49,2,0.6,0.1,9,1,3.2,8,227,65,0
07:45,Living Room 2,Temperature,68,2,0.8,0.1,18,1,3,4,239,71,0
07:45,Living Room 2,Humidity,70,4,0.7,0.1,36,1,3.6,12,162,31,1
07:45,Porch,Humidity,85,2,0.1,0.1,45,1,3.1,12,222,32,1
07:45,Lounge,Humidity,70,2,0.6,0.16,31,1,3.6,11,240,65,1
07:45,Living Room 1,Humidity,63,1,0.3,0.2,40,1,4.9,11,176,69,1
07:45,Guest Room,Humidity,55,1,0.5,0.16,32,1,4.9,4,174,73,0
07:45,Kitchen,Humidity,49,2,0.2,0.2,41,1,4.7,12,179,94,1
07:45,Water Tank,Water Level,62,3,0.3,0.1,0.78,1,3.5,6,162,96,0
07:45,Kitchen,Occupancy,88,3,0.6,0.19,9,1,4.3,4,226,86,0
07:45,Porch,Occupancy,72,2,0.4,0.16,8,1,4.4,5,152,61,0
07:45,Living Room 1,Occupancy,84,4,0.2,0.14,1,1,4.4,4,227,70,0
07:45,Lounge,Occupancy,64,3,0.4,0.11,10,1,4.9,6,180,87,0
07:45,Guest Room,Occupancy,71,2,0.6,0.1,7,1,3.8,9,211,96,0
07:45,Living Room 2,Occupancy,100,2,0.6,0.1,6,1,3,4,212,97,1
07:45,Lounge,Light,47,4,0.6,0.19,776,1,4.2,6,192,38,1
07:45,Guest Room,Light,67,3,0.1,0.11,989,1,3.3,5,153,53,0
07:45,Living Room 1,Light,34,2,0.5,0.14,723,1,3.9,9,220,65,0
07:45,Porch,Light,65,4,0.8,0.12,469,1,3.2,4,228,68,0
07:45,Living Room 2,Light,38,2,0.6,0.14,743,1,4.7,5,216,82,0
07:45,Kitchen,Light,39,1,0.3,0.17,699,1,3.5,5,235,89,0
07:45,Living Room 1,Smoke,47,2,0.8,0.14,0,1,4.9,12,144,93,1
07:45,Guest Room,Smoke,57,3,0.3,0.2,0,1,3.6,6,201,58,0
07:45,Kitchen,Smoke,57,2,0.4,0.1,0,1,4.5,10,218,84,0
07:45,Living Room 2,Smoke,38,1,0.4,0.14,0,1,3,9,185,88,0
07:45,Porch,Smoke,42,4,0.9,0.13,0,1,3.9,4,143,96,0
07:45,Lounge,Smoke,67,1,0.5,0.16,0,1,4.2,4,224,99,0
08:00,Porch,CO2 Level,85,2,0.2,0.19,834,1,5,8,148,68,0
08:00,Guest Room,CO2 Level,66,3,0.4,0.2,972,0,5,9,187,62,1
08:00,Living Room 1,CO2 Level,53,3,0.3,0.1,621,1,5,5,149,73,0
08:00,Kitchen,CO2 Level,47,2,0.9,0.16,947,1,5,9,122,88,0
08:00,Living Room 2,CO2 Level,42,3,0.5,0.1,916,1,5,6,123,54,0
08:00,Lounge,CO2 Level,36,1,0.5,0.12,774,1,5,5,218,34,1
08:00,Kitchen,Temperature,39,4,0.2,0.18,4,1,3.5,10,145,68,0
08:00,Lounge,Temperature,49,1,0.7,0.15,23,1,4.3,9,159,90,0
08:00,Porch,Temperature,86,1,0.9,0.19,27,1,3.5,7,175,80,0
08:00,Living Room 2,Temperature,79,4,0.7,0.17,9,1,4.8,4,190,63,0
08:00,Living Room 1,Temperature,33,1,0.6,0.2,18,1,3.3,6,220,62,0
08:00,Guest Room,Temperature,82,3,0.7,0.16,19,1,4,4,238,62,0
08:00,Guest Room,Humidity,85,3,0.4,0.17,40,1,4.5,4,162,34,1
08:00,Living Room 1,Humidity,59,4,0.8,0.16,34,1,4,8,168,54,0
08:00,Kitchen,Humidity,69,4,0.1,0.13,34,1,3.4,5,210,74,0
08:00,Lounge,Humidity,80,4,0.9,0.15,44,1,4.9,9,222,77,0
08:00,Porch,Humidity,62,2,0.4,0.12,31,1,4.5,9,144,82,0
08:00,Living Room 2,Humidity,65,2,0.4,0.14,27,1,4.1,4,197,97,0
08:00,Water Tank,Water Level,56,1,0.8,0.1,0.6,1,4.9,7,148,85,0
08:00,Guest Room,Occupancy,39,3,0.7,0.2,6,1,3.6,5,224,51,0
08:00,Kitchen,Occupancy,81,2,0.3,0.19,3,1,5,9,233,84,0
08:00,Living Room 2,Occupancy,86,2,0.2,0.17,6,1,4.3,4,149,60,0
08:00,Lounge,Occupancy,30,2,0.8,0.16,8,1,3.9,9,176,88,0
08:00,Living Room 1,Occupancy,85,2,0.9,0.15,6,1,3.7,7,145,60,0
08:00,Porch,Occupancy,36,2,0.1,0.1,6,1,3,7,146,62,0
08:00,Kitchen,Light,48,2,0.5,0.2,922,1,3.5,6,199,56,0
08:00,Living Room 2,Light,47,1,0.8,0.3,451,1,4,7,141,71,0
08:00,Porch,Light,54,1,0.3,0.11,687,1,3.1,8,138,83,0
08:00,Living Room 1,Light,34,2,0.5,0.12,647,1,4.1,5,181,85,0
08:00,Guest Room,Light,80,3,0.4,0.16,583,1,4.6,7,146,90,0
08:00,Lounge,Light,76,4,0.8,0.18,404,1,3.9,7,159,91,0
08:00,Lounge,Smoke,31,4,0.7,0.13,0,1,5,12,212,59,1
08:00,Living Room 2,Smoke,83,5,0.6,0.33,0,1,3.8,7,199,65,1
08:00,Porch,Smoke,56,2,0.5,0.15,0,1,3.9,9,172,73,0
08:00,Kitchen,Smoke,46,4,0.7,0.11,0,1,3.1,9,124,80,0
08:00,Guest Room,Smoke,86,2,0.9,0.17,0,1,3.5,5,192,82,0
08:00,Living Room 1,Smoke,38,3,0.1,0.13,0,1,3.7,4,196,98,0
08:15,Lounge,CO2 Level,88,3,0.8,0.15,590,1,5,10,160,100,0
08:15,Guest Room,CO2 Level,82,4,0.3,0.17,619,1,5,6,146,94,0
08:15,Living Room 2,CO2 Level,82,4,0.3,0.19,543,1,5,7,143,72,0
08:15,Living Room 1,CO2 Level,78,3,0.9,0.11,636,1,5,5,236,61,0
08:15,Kitchen,CO2 Level,66,4,0.2,0.12,403,1,5,6,200,86,0
08:15,Porch,CO2 Level,35,1,0.2,0.16,509,1,5,7,163,61,0
08:15,Kitchen,Temperature,100,1,0.5,0.17,18,1,3.2,6,129,78,1
08:15,Porch,Temperature,65,4,0.4,0.19,5,1,4.5,8,149,86,0
08:15,Lounge,Temperature,57,4,0.9,0.11,17,1,3.4,8,159,67,0
08:15,Living Room 2,Temperature,71,3,0.1,0.14,6,1,3.6,7,162,98,0
08:15,Living Room 1,Temperature,80,3,0.5,0.2,24,1,4.8,7,182,61,0
08:15,Guest Room,Temperature,83,1,0.8,0.17,19,1,4.6,6,217,66,0
08:15,Living Room 2,Humidity,100,3,0.3,0.12,29,1,3.2,10,122,61,1
08:15,Living Room 1,Humidity,83,1,0.2,0.14,45,1,4.9,7,208,64,0
08:15,Guest Room,Humidity,54,2,0.6,0.14,37,1,4.9,5,173,64,0
08:15,Lounge,Humidity,48,1,0.9,0.19,29,1,3.5,8,203,80,0
08:15,Kitchen,Humidity,44,1,0.8,0.19,46,1,4.7,6,190,93,0
08:15,Porch,Humidity,76,3,0.4,0.18,43,1,3.4,8,170,97,0
08:15,Water Tank,Water Level,33,1,0.5,0.11,0.76,1,3.5,4,161,93,0
08:15,Kitchen,Occupancy,50,1,0.7,0.17,6,1,4.8,8,202,90,0
08:15,Guest Room,Occupancy,73,3,0.5,0.15,1,1,4.1,4,227,63,0
08:15,Living Room 1,Occupancy,81,4,0.6,0.15,8,1,3.2,4,142,97,0
08:15,Lounge,Occupancy,69,2,0.5,0.12,7,1,3,5,156,52,0
08:15,Living Room 2,Occupancy,33,1,0.5,0.11,5,1,3,10,229,83,0
08:15,Porch,Occupancy,47,2,0.2,0.1,3,1,4.2,10,237,52,0
08:15,Lounge,Light,38,3,0.7,0.17,493,1,5,4,232,51,0
08:15,Kitchen,Light,88,3,0.6,0.1,529,1,4.2,5,220,52,0
08:15,Living Room 2,Light,87,1,0.7,0.15,951,1,3.8,5,127,73,0
08:15,Guest Room,Light,58,3,0.3,0.13,414,1,5,7,177,93,0
08:15,Living Room 1,Light,42,1,0.9,0.16,527,1,3.9,8,132,95,0
